Lithium Battery	Infinity Lithium Battery 48V 100Ah	48 V, 100 Ah lithium battery with 16 cells, up to 100 A charging/discharging, RS485/CAN communication, LCD monitoring, and parallel operation support.
Lithium Battery	Infinity Lithium Battery 48V 300Ah	48 V, 300 Ah lithium battery with 16 cells, up to 200 A charging/discharging, approximately 15.36 kWh nominal energy, RS485/CAN/RS232 communication, LCD screen, parallel operation…
Lithium Battery	GBB Lithium Battery 48V 300Ah / 15.3kWh	IP65 lithium battery with 16 cells, 48 V nominal voltage, 300 Ah capacity, approximately 15.3 kWh energy, up to 150 A charging/discharging, LED screen, around 6,000 cycles at 80%…
Lithium Battery	ROYPOW Lithium Battery 48V 314Ah / 16kWh	IP65 lithium battery with 16 cells, 48 V nominal voltage, 314 Ah capacity, approximately 16 kWh energy, up to 150 A charging/discharging, RS485/CAN/RS232 communication, LCD/LED sc…
Lithium Battery	Generic Lithium Battery 5kWh	5 kWh lithium battery module designed for solar energy storage, retaining approximately 80% capacity after more than 6,000 cycles at 80% depth of discharge under stated test condi…
Lithium Battery	Generic Lithium Battery 15kWh	15 kWh lithium battery module designed for solar energy storage, retaining approximately 80% capacity after more than 6,000 cycles at 80% depth of discharge under stated test cond…
Lithium Battery	Generic Lithium Battery 16kWh	16 kWh lithium battery module designed for solar energy storage, retaining approximately 80% capacity after more than 6,000 cycles at 80% depth of discharge under stated test cond…
Lithium Battery	Deye High-Voltage Lithium Battery 5.1kWh	5.1 kWh Deye high-voltage lithium battery module designed for scalable storage systems, with remaining capacity above 80% after more than 6,000 cycles at 80% depth of discharge un…
Lithium Battery	Deye High-Voltage Lithium Battery 7kWh	7 kWh Deye high-voltage lithium battery module designed for scalable storage systems, with remaining capacity above 80% after more than 6,000 cycles at 80% depth of discharge unde…
Lithium Battery	Deye High-Voltage Lithium Battery 16kWh	16 kWh Deye high-voltage lithium battery module designed for scalable storage systems, with remaining capacity above 80% after more than 6,000 cycles at 80% depth of discharge und…
Lithium Battery	Deye High-Voltage Battery Bank 60kWh	60 kWh Deye high-voltage lithium battery bank supplied with the appropriate rack and BMS/controller, designed for commercial solar storage and more than 6,000 cycles under stated…
Lithium Battery	Deye High-Voltage Battery Bank 240kWh	240 kWh Deye high-voltage lithium battery bank supplied with BMS and rack, designed for large commercial or industrial solar storage and more than 6,000 cycles under stated test c…
Battery Control	Lithium Battery BMS	Battery Management System for lithium batteries, providing cell monitoring, protection, balancing, communication, and coordination with compatible inverters.
Battery Control	Deye Battery Control Box	Deye battery control unit used to manage and communicate with Deye high-voltage lithium battery modules and the inverter.
Battery Rack	Lithium Battery Rack	Mechanical rack or cabinet for securely arranging lithium battery modules, with variants suitable for generic or Deye battery systems.
Battery Rack	Deye 12-Module Battery Rack	Dedicated Deye rack designed to hold up to 12 compatible high-voltage lithium battery modules.
Solar Array Structure	Standard Solar Array Structure	Standard support structure for mounting the quoted number of solar panels; may include fabrication, structure installation, and transportation to the project site.
Solar Array Structure	Solar Panel Structure for 5 Panels	Dedicated support structure sized for five solar panels.
Solar Array Structure	Solar Structure Installation	Installation and alignment of the solar mounting structure, including panel placement on the completed structure where specified.
Accessories	AC Cable	AC power cable sized according to inverter output, system current, distance, voltage drop, and applicable installation requirements.
Accessories	DC Solar Cable	UV-resistant DC solar cable for panel strings and battery/inverter connections, sized according to system voltage, current, distance, and voltage-drop requirements.
Accessories	Data Cable	Communication cable for meters, inverters, BMS units, monitoring equipment, and control devices.
