Lithium Battery	Lithium Battery GBB - 300Ah	16 Cells, C1, 6000 Cycle at 80% DOD, Nominal capacity 300Ah, Nominal voltage 48VDC, Maximum charging current 200A, Maximum discharge current 200A, Charging cut-off voltage 57.6V,…
Solar Inverter	On-Grid 70KW Solar Inverter	. 70KW On-Grid . Big Three Phase 380V . IP65 Ingress Protection . Max Efficiency 97.5% . MPPT Solar input . High Surge endurance . Zero Export . High Power Factor . RS485/RS232 .…
Solar Inverter	On-Grid Inverter	Giant On-Grid inverters IP65 Ingress Protection, Max Efficiency 97.5% MPPT Solar input, High Surge endurance Zero Export, High Power Factor RS485/RS232, WIFI Monitor and Control
Lithium Battery	ROYPOW Litihum Battery	16 Cells, C1, 6000 Cycle at 80% DOD, Nominal capacity 314Ah, Communication method RS485、 CAN、 RS232, LCD screen, can connect in parallel, Compatible with Giant inverters
Solar Inverter	Roypow Powerbase - 6.5KW	Roypow PowerBase RS6500, 6.5 kW Single-Phase Hybrid Inverter, IP54, Wi-Fi / CAN / RS485 communication, Mobile App & OTA updates, Parallel connection up to 12 units, Lead-acid & Li…
Solar Inverter	Solar Inverter	Simi-Hybrid, Pure sine wave 3.6K Load, 15.6A MPPT: 5000W, 500 VDC, 60-450A, MPPT, Charging: Maximum 100A, From AC 100A, From Solar 120A External Wi-Fi Module Dual outputs, for sma…
Solar Inverter	Solar Inverter 12KW	SUN-12K-SG05LP3-EU-SM2 - Three Phase Hybrid Inverter IP65, Wi-Fi and mobile application.Connect in parallel to units. Lead-acid or Li-Ion , 3 Stage / Equalization, Battery Tempera…
Solar Inverter	Solar Inverter 3KW - Giant	IP65, Aluminum case, Wi-Fi and mobile application. RS485, CAN Connect in parallel up to 16 units 3Ph.Lead-acid or Li-Ion ,40-60 VDC Charging current 120 A, 3 Stage / Equalization,…
Solar Inverter	Solar Inverter Deye 3HD-100Kw	Deye 3HD-100K IP65, Wi-Fi and mobile application.Connect in parallel to units. Lead-acid or Li-Ion , 3 Stage / Equalization, Battery Temperature sensor, Self-adaption to BMS, effi…
Solar Inverter	Solar Inverter Deye 3HD-16Kw	Deye 3HD-16K IP65, Wi-Fi and mobile application.Connect in parallel to units. Lead-acid or Li-Ion , 3 Stage / Equalization, Battery Temperature sensor, Self-adaption to BMS, effic…
Solar Inverter	Solar Inverter Deye 3HD-20Kw	Deye 3HD-20K IP65, Wi-Fi and mobile application.Connect in parallel to units. Lead-acid or Li-Ion , 3 Stage / Equalization, Battery Temperature sensor, Self-adaption to BMS, effic…
Solar Inverter	Solar Inverter Deye HD-12KW	Deye HD-12K IP65, Wi-Fi and mobile application.Connect in parallel to units. Lead-acid or Li-Ion , 3 Stage / Equalization, Battery Temperature sensor, Self-adaption to BMS, effici…
Solar Inverter	Solar Inverter Deye HD-8KW	Deye HD-8K single phase IP65, Wi-Fi and mobile application.Connect in parallel to units. Lead-acid or Li-Ion , 3 Stage / Equalization, Battery Temperature sensor, Self-adaption to…
Solar Inverter	Solar Inverter Deye On grid-100Kw	Deye On grid-100K IP65, Wi-Fi and mobile application.Connect in parallel to units. Lead-acid or Li-Ion , 3 Stage / Equalization, Battery Temperature sensor, Self-adaption to BMS,…
Solar Inverter	Solar Inverter Giant 20K	Giant On-Grid 20KW inverter IP65 Ingress Protection, Max Efficiency 97.5% MPPT Solar input, High Surge endurance Zero Export, High Power FactorRS485/RS232, WIFI Monitor and Control
Solar Inverter	Solar Inverter Giant 33K	Giant On-Grid 33KW inverter IP65 Ingress Protection, Max Efficiency 97.5% MPPT Solar input, High Surge endurance Zero Export, High Power FactorRS485/RS232, WIFI Monitor and Control
Solar Inverter	Solar Inverter Giant 3HD-12KW	Giant 3HD-12K IP65, Wi-Fi and mobile application.Connect in parallel to units. Lead-acid or Li-Ion , 3 Stage / Equalization, Battery Temperature sensor, Self-adaption to BMS, effi…
Solar Inverter	Solar Inverter Giant 3HD-16Kw	Giant 3HD-16K IP65, Wi-Fi and mobile application.Connect in parallel to units. Lead-acid or Li-Ion , 3 Stage / Equalization, Battery Temperature sensor, Self-adaption to BMS, effi…
Solar Inverter	Solar Inverter Giant 3HD-25Kw	Giant 3HD-25K IP65, Wi-Fi and mobile application.Connect in parallel to units. Lead-acid or Li-Ion , 3 Stage / Equalization, Battery Temperature sensor, Self-adaption to BMS, effi…
Solar Inverter	Solar Inverter Giant 3HD-30Kw	Giant 3HD-30K IP65, Wi-Fi and mobile application.Connect in parallel to units. Lead-acid or Li-Ion , 3 Stage / Equalization, Battery Temperature sensor, Self-adaption to BMS, effi…
Solar Inverter	Solar Inverter Giant 3HD-50Kw	Giant 3HD-50K IP65, Wi-Fi and mobile application.Connect in parallel to units. Lead-acid or Li-Ion , 3 Stage / Equalization, Battery Temperature sensor, Self-adaption to BMS, effi…
Solar Inverter	Solar Inverter Giant 3HD-60Kw	Giant 3HD-60K IP65, Wi-Fi and mobile application.Connect in parallel to units. Lead-acid or Li-Ion , 3 Stage / Equalization, Battery Temperature sensor, Self-adaption to BMS, effi…
Solar Inverter	Solar Inverter Giant 3HD-80Kw	Giant 3HD-80K IP65, Wi-Fi and mobile application.Connect in parallel to units. Lead-acid or Li-Ion , 3 Stage / Equalization, Battery Temperature sensor, Self-adaption to BMS, effi…
